,Species,Country.of.Origin,Altitude,altitude_mean_meters,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects
747,Arabica,Mexico,1170,1170,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13,0,0,3
748,Arabica,Mexico,1250,1250,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,0,0,13
749,Arabica,El Salvador,,,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0,2,0,5
750,Arabica,Mexico,1100,1100,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,0,0,0
751,Arabica,Mexico,900,900,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,0,0,3
752,Arabica,Colombia,1750,1750,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12,0,0,1
753,Arabica,Colombia,de 1600 a 1950 msnm,1775,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,0,0,0
754,Arabica,Brazil,,,Natural / Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,0,0,1
755,Arabica,Colombia,,,,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22,0,0,2
756,Arabica,Brazil,934,934,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,0,1,5
757,Arabica,Honduras,1500,1500,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,1,2
758,Arabica,Nicaragua,1000,1000,,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,0,0,1
759,Arabica,"Tanzania, United Republic Of",1500-1800,1650,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,1,0,6
760,Arabica,"Tanzania, United Republic Of",1600,1600,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,0,0,1
761,Arabica,Brazil,1,1,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,0,0,1
762,Arabica,Thailand,800++,800,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,0,0,0
763,Arabica,Honduras,1350,1350,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,0,2
764,Arabica,Guatemala,1500,1500,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09,0,0,4
765,Arabica,Brazil,,,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,0,0,1
766,Arabica,"Tanzania, United Republic Of",1700,1700,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,0,0,1
767,Arabica,Mexico,1100,1100,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12,0,0,0
768,Arabica,Mexico,1200-1600m,1400,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,1,0,1
769,Arabica,Taiwan,1200 m,1200,Other,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11,0,0,0
770,Arabica,Taiwan,800 m,800,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,0,0,0,0
771,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,0,0,1
772,Arabica,Mexico,1144,1144,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15,1,0,9
773,Arabica,Guatemala,1350,1350,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12,0,0,2
774,Arabica,Mexico,1000,1000,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,0,0,4
775,Arabica,Mexico,1200,1200,Washed / Wet,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1,0,0,1
776,Arabica,Colombia,1800 msnm,1800,,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08,0,0,0
777,Arabica,Indonesia,1300,1300,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15,0,0,3
778,Arabica,Colombia,,,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7,6
779,Arabica,Brazil,894,894,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,1,3
780,Arabica,Brazil,1,1,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,0,1
781,Arabica,Costa Rica,1200-1400 masl,1300,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0,0
782,Arabica,"Tanzania, United Republic Of",1500,1500,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,0,0,5
783,Arabica,"Tanzania, United Republic Of",1500 - 1700,1600,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12,0,0,3
784,Arabica,Colombia,,,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11,1,0,0
785,Arabica,Costa Rica,1.3,13,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11,0,0,2
786,Arabica,United States (Hawaii),,,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11,0,0,0
787,Arabica,Mexico,1300,1300,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13,0,0,7
788,Arabica,Mexico,1800,1800,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,3,0,13
789,Arabica,Mexico,1250,1250,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,0,0,11
790,Arabica,Vietnam,1040m,1040,Natural / Dry,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,0,0,2
791,Arabica,Mexico,1250,1250,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,0,0,1
792,Arabica,United States (Hawaii),,,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1,0,0,2
793,Arabica,Colombia,1600 msnm,1600,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,0,5
794,Arabica,Honduras,1600,1600,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,0,1
795,Arabica,Honduras,1600,1600,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,1,7
796,Arabica,Brazil,944,944,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11,0,2,3
797,Arabica,"Tanzania, United Republic Of",1500-1800,1650,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13,0,0,20
798,Arabica,Laos,1250m,1250,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12,0,0,0
799,Arabica,"Tanzania, United Republic Of",1300- 1400,1350,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12,0,0,3
800,Arabica,Malawi,2500m,2500,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13,0,0,1
801,Arabica,Taiwan,600m,600,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,0.09,0,0,0
802,Arabica,Thailand,800++,800,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11,0,0,0
803,Arabica,Costa Rica,1200-1400,1300,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1,0,0,4
804,Arabica,Honduras,1400 m.s.n.m.,1400,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,0,0,5
805,Arabica,Colombia,1800 - 2000,1900,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11,0,0,1
806,Arabica,Taiwan,600-700 m,650,Washed / Wet,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,0.12,0,0,0
807,Arabica,Brazil,894m - 1183m,1038.5,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11,0,0,0
808,Arabica,Mexico,940,940,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12,0,0,1
809,Arabica,Brazil,1000m,1000,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,0.12,0,0,1
810,Arabica,Brazil,1050m,1050,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,0.11,0,0,1
811,Arabica,Guatemala,,,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,0.11,0,0,3
812,Arabica,Brazil,950m,950,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12,0,0,2
813,Arabica,Guatemala,4600 ft.,1402.08,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0,0,0,10
814,Arabica,Colombia,de 1.600 a 1.950 msn,1775,,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07,0,0,2
815,Arabica,Guatemala,1901,1901,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1,0,0,1
816,Arabica,Guatemala,4000,1219.2,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,0.11,0,2,0
817,Arabica,Honduras,1400,1400,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,0,0,1
818,Arabica,Brazil,1020,1020,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11,0,0,4
819,Arabica,El Salvador,1250,1250,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11,0,0,2
820,Arabica,Guatemala,1300 a 1800 mtrs. a nivel del mar,1550,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,0,0,7
821,Arabica,"Tanzania, United Republic Of",1877,1877,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,0.12,0,0,4
822,Arabica,Nicaragua,,,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12,3,0,4
823,Arabica,Zambia,1000-1500m,1250,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0,1,0,3
824,Arabica,Honduras,,,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11,0,0,0
825,Arabica,Taiwan,1000 m,1000,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92,0.11,0,0,0
826,Arabica,Mexico,1300,1300,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12,0,0,6
827,Arabica,Mexico,981,981,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13,2,0,7
828,Arabica,Mexico,690,690,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14,2,0,8
829,Arabica,Mexico,1650,1650,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12,0,0,4
830,Arabica,Mexico,1000,1000,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12,0,0,0
831,Arabica,Brazil,1100m,1100,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12,0,0,3
832,Arabica,Colombia,1600 m.s.n.m,1600,,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,0.09,0,0,1
833,Arabica,Guatemala,518,157.8864,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1,1,0,1
834,Arabica,Costa Rica,1900,1900,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,1,0,4
835,Arabica,Brazil,973,973,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,0,1,3
836,Arabica,Indonesia,1250,1250,Other,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,0.11,0,1,0
837,Arabica,Guatemala,3280,3280,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1,2,0,6
838,Arabica,Brazil,1,1,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0,0,0,1
839,Arabica,Brazil,1,1,Natural / Dry,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0,0,0,0
840,Arabica,Myanmar,4001,4001,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0,0,0,2
841,Arabica,Mexico,1350-1500,1425,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,0,0,7
842,Arabica,Honduras,1400 msnm,1400,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,0,1
843,Arabica,Costa Rica,1200-1400 masl,1300,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,0,0,0
844,Arabica,Taiwan,700m,700,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83,0,0,0,0
845,Arabica,Indonesia,1300m,1300,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,0.11,2,0,6
846,Arabica,Malawi,1556m,1556,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13,0,0,0
847,Arabica,Brazil,1100,1100,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11,0,0,0
848,Arabica,Honduras,1350,1350,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,0,0,4
849,Arabica,Mexico,1550 meters,1550,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11,0,0,0
850,Arabica,Colombia,de 1.600 a 1950 msnm,1775,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0,0
851,Arabica,United States (Hawaii),,,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0,1,0,1
852,Arabica,Brazil,1250,1250,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0,0
853,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,0,0,1
854,Arabica,Mexico,1500,1500,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12,0,0,2
855,Arabica,Mexico,1250,1250,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,0,0,10
856,Arabica,Brazil,900-950m,925,,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02,0,0,2
857,Arabica,Colombia,1600-1800 msnm,1700,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0,0
858,Arabica,United States (Hawaii),,,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,0.02,3,0,12
859,Arabica,Guatemala,1700,1700,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11,0,1,1
860,Arabica,Vietnam,1040,1040,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,0,0,0
861,Arabica,"Tanzania, United Republic Of",1500 - 1700,1600,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,0,0,4
862,Arabica,Brazil,,,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1,0,0,1
863,Arabica,Mexico,774,774,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13,2,0,9
864,Arabica,Mexico,1250,1250,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,0,0,23
865,Arabica,Mexico,1100,1100,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11,0,0,1
866,Arabica,Mexico,1550,1550,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,10,0,14
867,Arabica,Mexico,1650,1650,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12,0,0,1
868,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,0,1
869,Arabica,Colombia,de 1600 a 1950 msnm,1775,,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,0,0,0
870,Arabica,Brazil,890,890,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,0,0,5
871,Arabica,Guatemala,1700,1700,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,0,0,1
872,Arabica,Guatemala,4000,1219.2,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,0,1,3
873,Arabica,Honduras,1450,1450,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,2
874,Arabica,"Tanzania, United Republic Of",1800,1800,,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0,0,0,1
875,Arabica,Nicaragua,,,,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,0,0,1
876,Arabica,Colombia,,,,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1,1
877,Arabica,Brazil,1,1,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0,0
878,Arabica,"Tanzania, United Republic Of",1200-1800m,1500,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,0,0,0
879,Arabica,"Tanzania, United Republic Of",1700,1700,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,0,0,7
880,Arabica,Brazil,1260,1260,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,0,0,2
881,Arabica,Indonesia,,,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11,0,0,0
882,Arabica,Honduras,1400,1400,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,0,5
883,Arabica,Costa Rica,1850,1850,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,0,0,3
884,Arabica,Mexico,,,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,0,0,4
885,Arabica,Taiwan,150 m,150,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,0
886,Arabica,Taiwan,750 m,750,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11,0,0,0
887,Arabica,Mexico,1400,1400,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12,0,0,6
888,Arabica,Guatemala,5500-6000 psnm,1752.6,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,0,0,4
889,Arabica,Mexico,1650,1650,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13,1,0,13
890,Arabica,Mexico,1400,1400,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,0,0,4
891,Arabica,Mexico,1200,1200,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,0,0,2
892,Arabica,Mexico,1400,1400,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,0,0,2
893,Arabica,Mexico,940,940,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,0,0,4
894,Arabica,United States (Hawaii),,,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1,1,0,1
895,Arabica,Honduras,1200,1200,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,1,3
897,Arabica,Taiwan,800,800,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,0,0,0
898,Arabica,Costa Rica,1.3,13,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,0,0,1
899,Arabica,"Tanzania, United Republic Of",1800,1800,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,0,0,5
900,Arabica,Malawi,1100m,1100,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,0,0,0
901,Arabica,Taiwan,850 m,850,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,81.58,0,0,0,0
902,Arabica,Brazil,1260,1260,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,0,0,3
903,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,0,0,1
904,Arabica,Mexico,1400,1400,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,0,0,9
905,Arabica,Mexico,1600,1600,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,0,0,0
906,Arabica,Mexico,1650,1650,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,0,0,2
907,Arabica,Thailand,4921ft,1499.9208,,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58,0.01,0,0,0
908,Arabica,Thailand,,,,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58,0.2,0,0,0
909,Arabica,Costa Rica,4500-6000 feet,1600.2,,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0,0,0,1
910,Arabica,Guatemala,4000,1219.2,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,0,0,0
911,Arabica,Nicaragua,1100,1100,Other,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,0,0,3
912,Arabica,Honduras,1400,1400,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,0,0,5
913,Arabica,Guatemala,,,,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,81.5,0.12,0,0,0
914,Arabica,Taiwan,160-200m,180,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5,0.12,0,0,2
915,Arabica,Myanmar,4000 ft,1219.2,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5,0,0,0,4
916,Arabica,Costa Rica,1200 msm,1200,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5,0.12,1,0,2
917,Arabica,Malawi,1599m,1599,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5,0.12,0,0,0
918,Arabica,Guatemala,4000 psnm,1219.2,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5,0.12,0,0,0
919,Arabica,Taiwan,900 m,900,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,81.5,0.11,0,0,0
920,Arabica,Brazil,1200,1200,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0,1,0,1
921,Arabica,Haiti,400-1250m,825,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5,0.11,0,0,0
922,Arabica,Taiwan,600 m,600,Other,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,81.5,0.11,0,0,0
923,Arabica,Mexico,1150,1150,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5,0.13,0,0,2
924,Arabica,Mexico,1600,1600,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5,0.12,0,0,5
925,Arabica,Mexico,1100,1100,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5,0.12,0,0,10
926,Arabica,Mexico,1000,1000,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5,0.11,0,0,6
927,Arabica,Mexico,1250,1250,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5,0.13,0,0,5
928,Arabica,Mexico,1100,1100,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5,0.11,0,0,3
929,Arabica,Indonesia,1200-1600masl,1400,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,81.5,0.12,0,0,0
930,Arabica,Brazil,1.25,125,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5,0.12,0,0,2
931,Arabica,Guatemala,,,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5,0.11,0,0,1
